weekend_date,mon_date,symbol,tau,lower,upper,point,half_width_bps,regime_code,forecaster_code,profile_code,artefact_sha256,provenance,computed_ts
2026-05-08,2026-05-11,GLD,0.99,412.1908803,450.978086,431.5844831,447.0941486,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,GOOGL,0.68,396.4067335,403.2758216,399.8412775,85.69221588,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,GOOGL,0.85,394.4488785,405.2336766,399.8412775,134.5408952,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,GOOGL,0.95,390.45091,409.2316451,399.8412775,234.2906082,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,GOOGL,0.99,385.0815059,414.6010492,399.8412775,368.2577759,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,HOOD,0.68,75.70486282,77.98662225,76.84574254,148.1084921,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,HOOD,0.85,75.05450658,78.63697849,76.84574254,232.5374472,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,HOOD,0.95,73.72646969,79.96501539,76.84574254,404.9426001,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,HOOD,0.99,71.94287217,81.74861291,76.84574254,636.4884294,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,MSTR,0.68,185.1850204,192.7359527,188.9604866,201.2615902,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
2026-05-08,2026-05-11,MSTR,0.85,183.0328233,194.8881498,188.9604866,315.9903644,normal,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,retro_frozen,2026-07-22T02:57:27Z
