weekend_date,mon_date,symbol,tau,fri_close,sigma_hat,regime_code,half_width_bps,half_width_abs,forecaster_code,profile_code,artefact_sha256,computed_ts
2026-08-07,2026-08-10,AAPL,0.95,313.3299866,0.008196324392,normal,174.0608807,5.453849343,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,AAPL,0.99,313.3299866,0.008196324392,normal,273.5887422,8.572355691,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GLD,0.68,398.4700012,0.010294619,normal,79.96110921,3.186210328,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GLD,0.85,398.4700012,0.010294619,normal,125.5427825,5.002503268,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GLD,0.95,398.4700012,0.010294619,normal,218.6212215,8.711399841,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GLD,0.99,398.4700012,0.010294619,normal,343.6286473,13.69257075,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GOOGL,0.68,354.2999878,0.01176835726,normal,91.40803561,3.23858659,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GOOGL,0.85,354.2999878,0.01176835726,normal,143.5150068,5.084736515,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GOOGL,0.95,354.2999878,0.01176835726,normal,249.918199,8.854601485,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,GOOGL,0.99,354.2999878,0.01176835726,normal,392.8212095,13.91765497,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,HOOD,0.68,93.29000092,0.02084363348,normal,161.8981773,1.510348111,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,HOOD,0.85,93.29000092,0.02084363348,normal,254.1879153,2.371319085,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,HOOD,0.95,93.29000092,0.02084363348,normal,442.6449012,4.129434324,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,HOOD,0.99,93.29000092,0.02084363348,normal,695.7488738,6.490641308,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,MSTR,0.68,100.0100021,0.03575798388,normal,277.7419983,2.777697785,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,MSTR,0.85,100.0100021,0.03575798388,normal,436.068279,4.361118951,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,MSTR,0.95,100.0100021,0.03575798388,normal,759.3728444,7.594487979,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,MSTR,0.99,100.0100021,0.03575798388,normal,1193.581582,11.93700965,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,NVDA,0.68,223.9600067,0.01325418471,normal,102.948862,2.305642783,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,NVDA,0.85,223.9600067,0.01325418471,normal,161.6346586,3.619969923,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,NVDA,0.95,223.9600067,0.01325418471,normal,281.4719079,6.303845039,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,NVDA,0.99,223.9600067,0.01325418471,normal,442.417302,9.908378193,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,QQQ,0.68,723.0300293,0.008095635178,normal,62.88100301,4.546485345,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
2026-08-07,2026-08-10,QQQ,0.85,723.0300293,0.008095635178,normal,98.72619528,7.138200387,3,1,7b86d17a76912aa0b9a35c1dda953786f0be5d045f4f2ba91edebeaa4605f9fe,2026-08-08T23:30:04Z
